PSP:ON_PROT_INTERACT,count
Bcr(INDUCES),1
SNAP-alpha(DISRUPTS),1
STAT5A(DISRUPTS),1
gp130(DISRUPTS),1
PIAS3(INDUCES),1
CHD-4(DISRUPTS),1
DDX5(INDUCES),1
FZR1(DISRUPTS),1
TNFRSF25(DISRUPTS),1
GCP5(INDUCES),1
TNF-R2(DISRUPTS),1
rubicon(DISRUPTS),1
K18(INDUCES),1
UVRAG(INDUCES),1
PIK3C3(NOT_REPORTED),1
PVR(DISRUPTS),1
RARA iso2(INDUCES),1
ITGA4(DISRUPTS),1
C/EBP-beta(INDUCES),1
HIPK2(INDUCES),1
CLIM1(DISRUPTS),1
CLIM1(INDUCES),1
VHL(INDUCES),1
MED31(INDUCES),1
MOSPD2(INDUCES),1
AP2A1(NOT_REPORTED),1
NOTCH3(INDUCES),1
VWF(INDUCES),1
CYFIP1(DISRUPTS),1
WAVE2(DISRUPTS),1
JAK2(NOT_REPORTED),1
MEMO1(INDUCES),1
CPNE3(INDUCES),1
SRC-3(DISRUPTS),1
ADRA2B(DISRUPTS),1
CFTR(DISRUPTS),1
SLC34A1(INDUCES),1
NEK2(INDUCES),1
G-beta 1(DISRUPTS),1
ICAM2(INDUCES),1
TIF1A(DISRUPTS),1
WWP2(INDUCES),1
SMAD4(DISRUPTS),1
MgcRacGAP(DISRUPTS),1
MYH2(DISRUPTS),1
PIK3CG(INDUCES),1
IRE1(INDUCES),1
Survivin(DISRUPTS),1
MYH10(DISRUPTS),1
LIN9(DISRUPTS),1
Survivin(INDUCES),1
CROCC(INDUCES),1
CEP250(INDUCES),1
REG3G(INDUCES),1
PYCARD(INDUCES),1
PIK4CB(INDUCES),1
Myc(NOT_REPORTED),1
NFAT1(INDUCES),1
PLK1(DISRUPTS),1
HRI(INDUCES),1
TRIP10(DISRUPTS),1
NHERF(NOT_REPORTED),1
PHF20L1(INDUCES),1
Bcl-11A(INDUCES),1
GATA1(INDUCES),1
FNBP1L(INDUCES),1
STRAP(DISRUPTS),1
ITGAL(INDUCES),1
ATG5(DISRUPTS),1
MALT1(INDUCES),1
ENaC-alpha(DISRUPTS),1
SLC22A11(DISRUPTS),1
ATP2A1(INDUCES),1
DKFZp686L1814(DISRUPTS),1
GPSM2(INDUCES),1
Plectin-1(INDUCES),1
FYCO1(DISRUPTS),1
NUP214(DISRUPTS),1
RBBP4(INDUCES),1
PTP-PEST(DISRUPTS),1
HYAL2(INDUCES),1
CCND3(INDUCES),1
CCND2(INDUCES),1
NBR1(DISRUPTS),1
p47phox(INDUCES),1
CTNND1(DISRUPTS),1
SNX27(INDUCES),1
STAP1(INDUCES),1
PECAM-1(INDUCES),1
PAX1(DISRUPTS),1
RAPGEF1(DISRUPTS),1
EXOC8(INDUCES),1
EXOC4(INDUCES),1
RTEL1(DISRUPTS),1
SCO2(INDUCES),1
GLS2(INDUCES),1
CHMP1B(INDUCES),1
RAG1(DISRUPTS),1
DEPTOR(INDUCES),1
RHEB(DISRUPTS),1
NCM(INDUCES),1
RING1(INDUCES),1
MMP2(INDUCES),1
TK(DISRUPTS),1
TRIM24(INDUCES),1
PPP2R5C(INDUCES),1
MDC1(DISRUPTS),1
MDM4(DISRUPTS),1
PKHF1(INDUCES),1
MED17(INDUCES),1
POT1(INDUCES),1
CBLL1(DISRUPTS),1
PRPF6(INDUCES),1
PRPF4(INDUCES),1
NEK6(INDUCES),1
NALP4(INDUCES),1
CRYA1(DISRUPTS),1
UNC5B(INDUCES),1
PRRC2C iso2(DISRUPTS),1
PRMT1(INDUCES),1
PLEKHG6(DISRUPTS),1
TRADD(INDUCES),1
BTRC(NOT_REPORTED),1
PKCI(INDUCES),1
FBPase(INDUCES),1
APPBP1(INDUCES),1
TPI1(DISRUPTS),1
p14ARF(INDUCES),1
ACTN4(INDUCES),1
eEF1B(DISRUPTS),1
CARS(DISRUPTS),1
VARS(DISRUPTS),1
SNX17(DISRUPTS),1
SLC5A5(INDUCES),1
FBW1B(DISRUPTS),1
GAB2(INDUCES),1
LIN28B(DISRUPTS),1
SPTAN1(INDUCES),1
AMOT(DISRUPTS),1
Merlin(DISRUPTS),1
FOXP3(INDUCES),1
ULK1(INDUCES),1
DRD2(INDUCES),1
CDKN3(DISRUPTS),1
STX1A(DISRUPTS),1
TIF1A(INDUCES),1
Hck(DISRUPTS),1
FBXO15(DISRUPTS),1
MEK2(INDUCES),1
IRF9(INDUCES),1
STAT1(DISRUPTS),1
USP51(INDUCES),1
EEF1A1(DISRUPTS),1
EEF1G(DISRUPTS),1
CAPZB iso1(INDUCES),1
B-Myb(DISRUPTS),1
TIAM1(INDUCES),1
syntenin(INDUCES),1
MOBKL2A(INDUCES),1
GJA1(INDUCES),1
SYNPO(DISRUPTS),1
Btk(NOT_REPORTED),1
PC4(INDUCES),1
NLGN1(DISRUPTS),1
SHRM(DISRUPTS),1
PTPRT iso1(INDUCES),1
ERM(DISRUPTS),1
IKKE(INDUCES),1
TRAF3(INDUCES),1
14-3-3 sigma(DISRUPTS),1
FBXL7(DISRUPTS),1
TM4SF5(INDUCES),1
PKCA(DISRUPTS),1
syndecan-4(DISRUPTS),1
NQO1(INDUCES),1
ETV4(INDUCES),1
FLNB(INDUCES),1
ARAF(DISRUPTS),1
RBM38(DISRUPTS),1
UBE2D2(INDUCES),1
SH3BP2(INDUCES),1
EXOC6(INDUCES),1
EHMT2 iso4(DISRUPTS),1
OSR1(DISRUPTS),1
STLK3(DISRUPTS),1
LOXL3(INDUCES),1
JUB(DISRUPTS),1
CARM1(INDUCES),1
CYC1(DISRUPTS),1
CYC1(INDUCES),1
CUL3(INDUCES),1
RPT6(INDUCES),1
VPRBP(INDUCES),1
53BP2(DISRUPTS),1
TRIM32(INDUCES),1
CKS1(INDUCES),1
LANA(INDUCES),1
KEAP1(DISRUPTS),1
HMOX1(DISRUPTS),1
WASP(DISRUPTS),1
IRF3(DISRUPTS),1
MDA5(INDUCES),1
IPO11(DISRUPTS),1
LC8(INDUCES),1
GRF-1(DISRUPTS),1
RANGAP1(DISRUPTS),1
RCC1(DISRUPTS),1
TRIM27(INDUCES),1
SNIP1(DISRUPTS),1
EXOC8(DISRUPTS),1
Sec5(INDUCES),1
syndecan-1(INDUCES),1
PKACA(DISRUPTS),1
DUX4(INDUCES),1
IFNAR2(DISRUPTS),1
AP1B1(INDUCES),1
XRCC4(DISRUPTS),1
IDH1(INDUCES),1
SOX9(INDUCES),1
TORC2(NOT_REPORTED),1
RGS13(INDUCES),1
Nur77(INDUCES),1
syntenin(DISRUPTS),1
IkB-alpha(INDUCES),1
PIK3R1(NOT_REPORTED),1
XIAP(INDUCES),1
MCTS1(INDUCES),1
STAT4(INDUCES),1
LIFR(DISRUPTS),1
TR-alpha(INDUCES),1
MMS19(INDUCES),1
NAT14(DISRUPTS),1
MED28(DISRUPTS),1
IRE1(DISRUPTS),1
STAT5B(INDUCES),1
Fos(NOT_REPORTED),1
HBXIP(INDUCES),1
Cas-L(INDUCES),1
S100A4(DISRUPTS),1
POR(INDUCES),1
BVR(INDUCES),1
Snail2(INDUCES),1
CAMK2A(DISRUPTS),1
AQP2(INDUCES),1
TRIM23(DISRUPTS),1
WDR24(DISRUPTS),1
MIOS(DISRUPTS),1
WDR59(DISRUPTS),1
RNF167(INDUCES),1
Hrs(DISRUPTS),1
IGF2R(DISRUPTS),1
MED1(INDUCES),1
GFAT(INDUCES),1
IRAK4(DISRUPTS),1
DAPK1(INDUCES),1
IRS4(INDUCES),1
GLUT4(INDUCES),1
PDE6D(DISRUPTS),1
MFF(INDUCES),1
DRP1(NOT_REPORTED),1
PRMT8(INDUCES),1
NOT1(INDUCES),1
CCR4(INDUCES),1
RANBP1(INDUCES),1
LRRK2(INDUCES),1
TR-beta1(DISRUPTS),1
RARG(DISRUPTS),1
LRP6(INDUCES),1
PPAR-gamma(DISRUPTS),1
DOR-1(INDUCES),1
RPS3(INDUCES),1
ITGB1(DISRUPTS),1
SAV1(DISRUPTS),1
NSAP1(INDUCES),1
hnRNP E2(INDUCES),1
KARS(DISRUPTS),1
MARS(DISRUPTS),1
SEC31A(DISRUPTS),1
SLC27A1(INDUCES),1
DDN(INDUCES),1
FBLIM1(INDUCES),1
PARP2(DISRUPTS),1
GCHFR(DISRUPTS),1
FBXO11(DISRUPTS),1
EIF4E(INDUCES),1
FBPase 2(INDUCES),1
TOM20(INDUCES),1
FAAP24(INDUCES),1
MUC1(DISRUPTS),1
NSAP1(DISRUPTS),1
AP1G1(DISRUPTS),1
MYH14(INDUCES),1
RPSA(INDUCES),1
BRD2(INDUCES),1
hnRNP A1(INDUCES),1
ANXA2(INDUCES),1
EEF1G(INDUCES),1
NEIL1(DISRUPTS),1
RBPJ(DISRUPTS),1
ATF-2(INDUCES),1
H2AZ(INDUCES),1
NMDAR1(INDUCES),1
hnRNP F(INDUCES),1
hnRNP K(INDUCES),1
NDRG2(INDUCES),1
RANBP9(DISRUPTS),1
USP22(INDUCES),1
AurC(INDUCES),1
MAP1LC3B2(INDUCES),1
LAMA1(DISRUPTS),1
GRIN1(DISRUPTS),1
TRIP11(INDUCES),1
SNAP-25(DISRUPTS),1
P311(DISRUPTS),1
CELF1(INDUCES),1
MIA(DISRUPTS),1
JAK3(INDUCES),1
FBXO25(INDUCES),1
CREB(INDUCES),1
ITGA2B(INDUCES),1
SFRS2(DISRUPTS),1
FBXO44(DISRUPTS),1
SEMA4C(DISRUPTS),1
DGKZ(DISRUPTS),1
PTHR(DISRUPTS),1
ERK1 iso3(INDUCES),1
ARNT(INDUCES),1
JOSD1(DISRUPTS),1
NOXA(INDUCES),1
DYNLT1(DISRUPTS),1
HDAC5(INDUCES),1
SHC1 iso2(INDUCES),1
RIP140(INDUCES),1
GOLGA3(INDUCES),1
ANXA2(DISRUPTS),1
DERL1(INDUCES),1
GOLM1(INDUCES),1
p27Kip1(DISRUPTS),1
CDK11B(INDUCES),1
G-alpha 13(DISRUPTS),1
EBP(INDUCES),1
GRASP65(INDUCES),1
ephexin-1(INDUCES),1
DAAM1(INDUCES),1
NR1I3(INDUCES),1
Syk(DISRUPTS),1
ARNT(DISRUPTS),1
NR0B1(INDUCES),1
CHD-4(INDUCES),1
FALZ(DISRUPTS),1
RNF12(DISRUPTS),1
SNX2(DISRUPTS),1
CACNA1C(DISRUPTS),1
FBXW5(DISRUPTS),1
SEC13(INDUCES),1
SEC31A(INDUCES),1
SEC24A(INDUCES),1
SEC24B(INDUCES),1
SEC16A(INDUCES),1
SNX1(DISRUPTS),1
P38G(INDUCES),1
DSN1(INDUCES),1
SOCS6(INDUCES),1
BAP1(DISRUPTS),1
CSTF2(INDUCES),1
PPP5C(DISRUPTS),1
DJ-1(INDUCES),1
BIN3(INDUCES),1
RNF152(DISRUPTS),1
lamin A/C(INDUCES),1
glutaminase(DISRUPTS),1
KIF2C(DISRUPTS),1
PPP2R2C(INDUCES),1
SAMHD1(DISRUPTS),1
TPT1(INDUCES),1
SPBC24(DISRUPTS),1
SPC25(DISRUPTS),1
ITGB2(NOT_REPORTED),1
DOR-1(DISRUPTS),1
DNCLI1(INDUCES),1
UBE2L3(DISRUPTS),1
JunB(DISRUPTS),1
HECTD1(DISRUPTS),1
ITGB2(INDUCES),1
VPS39(DISRUPTS),1
VPS41(DISRUPTS),1
Tip60(DISRUPTS),1
WDR48(INDUCES),1
Claudin-7(DISRUPTS),1
TACC3(INDUCES),1
RAB27A(NOT_REPORTED),1
PLCG1(DISRUPTS),1
LAT(DISRUPTS),1
ZAP70(DISRUPTS),1
AP-2 alpha(INDUCES),1
ATP5F1(DISRUPTS),1
ATP5A1(DISRUPTS),1
GTF3C1(INDUCES),1
CA2(NOT_REPORTED),1
GCN5(INDUCES),1
BRME1(INDUCES),1
NR5A2(NOT_REPORTED),1
PRMT5(INDUCES),1
HNF4 alpha(INDUCES),1
POLR3A(DISRUPTS),1
MBD3(INDUCES),1
EFNB1(INDUCES),1
RALGDS(INDUCES),1
Trap150(INDUCES),1
CCDC37(DISRUPTS),1
TIF1B(DISRUPTS),1
STI1(DISRUPTS),1
TGFBR3(DISRUPTS),1
CENPJ(INDUCES),1
PRDX1(INDUCES),1
NOX1(INDUCES),1
BUB3(DISRUPTS),1
CDC27(INDUCES),1
UBE2S(DISRUPTS),1
tensin 2(INDUCES),1
GIPC1(INDUCES),1
KLF5(INDUCES),1
TEBP(INDUCES),1
Borealin(INDUCES),1
HSPA9B(INDUCES),1
PCQAP(INDUCES),1
CDC7(INDUCES),1
